invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-15415900004,2018-10-31,2508,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,POINT(-91.697941 41.97447),57,LINN,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10818,CROWN ROYAL MAPLE,12,750,15.59,23.39,24,561.36,18.0,4.75
INV-25210200003,2020-02-13,5778,CASEY'S GENERAL STORE #2474 / HUXLEY,104 N HWY 69,HUXLEY,50124.0,POINT(-93.600539 41.893107),85,STORY,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10828,CROWN ROYAL NORTHERN HARVEST RYE,12,750,15.59,23.39,24,561.36,18.0,4.75
INV-29072300019,2020-07-29,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411.0,POINT(-91.701581 42.030129),57,LINN,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10836,CROWN ROYAL BLACK,12,750,17.5,26.25,24,630.0,18.0,4.75
INV-32823700001,2020-12-17,4617,LICKETY LIQUOR,2501 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.570489 41.607817),77,POLK,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11294,CROWN ROYAL,24,375,8.0,12.0,48,576.0,18.0,4.75
INV-36517200009,2021-05-11,5678,SAVE MORE / DAVENPORT,405 E LOCUST ST,DAVENPORT,52803.0,POINT(-90.568875 41.538264),82,SCOTT,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11294,CROWN ROYAL,24,375,8.0,12.0,48,576.0,18.0,4.75
INV-48629900011,2022-06-23,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401.0,POINT(-93.235588 43.148451),17,CERRO GORD,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,17.49,26.24,24,629.76,18.0,4.75
INV-37937300167,2021-06-30,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021.0,,77,POLK,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,16.59,24.89,24,597.36,18.0,4.75
INV-44478300073,2022-02-07,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530439 41.642724),52,JOHNSON,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,16.59,24.89,24,597.36,18.0,4.75
INV-25437600034,2020-02-25,4185,FAREWAY STORES #737 / GRINNELL,727 WEST ST,GRINNELL,50112.0,POINT(-92.727347 41.741352),79,POWESHIEK,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,15.59,23.39,24,561.36,18.0,4.75
INV-44826200008,2022-02-17,2601,HY-VEE FOOD STORE / FAIRFIELD,1300 WEST BURLINGTON AVE,FAIRFIELD,52556.0,POINT(-91.9794 41.00645),51,JEFFERSON,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,16.59,24.89,24,597.36,18.0,4.75
INV-45051200023,2022-02-24,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106.0,POINT(-96.346969 42.447396),97,WOODBURY,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,16.59,24.89,24,597.36,18.0,4.75
INV-45064900031,2022-02-24,2636,HY-VEE WINE AND SPIRITS / HUBBELL,2310 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.573845 41.604312),77,POLK,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,16.59,24.89,24,597.36,18.0,4.75
INV-32753500013,2020-12-15,4194,FAREWAY STORES #848 / NEWTON,120 N 3RD AVE E,NEWTON,50208.0,POINT(-93.052657 41.701453),50,JASPER,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,15.59,23.39,24,561.36,18.0,4.75
INV-28609600002,2020-07-10,4209,WAL-MART 5748 / GRIMES,2150 EAST 1ST ST,GRIMES,50111.0,POINT(-93.771698 41.688332),77,POLK,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,15.59,23.39,24,561.36,18.0,4.75
INV-40690100009,2021-10-05,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722.0,POINT(-90.483701 41.552338),82,SCOTT,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,16.59,24.89,24,597.36,18.0,4.75
INV-39968800004,2021-09-10,3562,WAL-MART 0797 / W BURLINGTON,324 WEST AGENCY RD,WEST BURLINGTON,52655.0,POINT(-91.158407 40.813125),29,DES MOINES,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,16.59,24.89,24,597.36,18.0,4.75
INV-50934700078,2022-09-02,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT(-95.879508 41.261924),,POTTAWATTA,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,17.49,26.24,24,629.76,18.0,4.75
INV-31114400029,2020-10-16,2523,HY-VEE FOOD STORE / CENTERVILLE,609 N 18TH,CENTERVILLE,52544.0,POINT(-92.867967 40.737577),4,APPANOOSE,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,15.59,23.39,24,561.36,18.0,4.75
INV-31049400014,2020-10-15,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314.0,POINT(-91.410401 41.918328),57,LINN,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,15.59,23.39,24,561.36,18.0,4.75
INV-47852900002,2022-05-27,4779,CASEY'S GENERAL STORE #3782 / MOUNT AYR,1305 E SOUTH STREET,MOUNT AYR,50854.0,POINT(-94.22241 40.711112),80,RINGGOLD,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,17.49,26.24,24,629.76,18.0,4.75
INV-47855600001,2022-05-27,2656,HY-VEE FOOD STORE / CORNING,300  10TH ST,CORNING,50841.0,POINT(-94.732594 40.991872),2,ADAMS,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,17.49,26.24,24,629.76,18.0,4.75
INV-43557100003,2022-01-05,3629,WAL-MART 1965 / COUNCIL BLUFFS,3200 MANAWA DR,COUNCIL BLUFFS,51503.0,,78,POTTAWATTA,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,16.59,24.89,24,597.36,18.0,4.75
INV-23687500107,2019-12-05,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240.0,POINT(-91.518868 41.676095),52,JOHNSON,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,15.59,23.39,24,561.36,18.0,4.75
